Time,OrionBMS Run-time (Sec),OrionBMS Charger-Safety Output,OrionBMS Is-Charging Power,OrionBMS Charge Current Limit,OrionBMS Pack Amperage,OrionBMS Pack Voltage,OrionBMS Pack State of Charge,CCS Battery DC Voltage,CCS Voltage Sense,CCS HVPreChargeFault,CCS Contactor Fault,CCS HVIL Fault,CCS BMS Comms Fault,CCS BMS Fault,CCS ECU Fault,CCS PTC Temp Fault,CCS Protocol Fault,CCS Incompatible Charger Fault,CCS Charge Mode,CCS Plug Present,CCS Inlet Motor,CCS Contactor Status,CCS HVPresent,CCS Inlet Fault,CCS Stop Charge Switch
Mon May 10 15:52:53 BST 2021,3.000000,0.000000,0.000000,213.000000,0.100000,372.300000,49.500000,330.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:54 BST 2021,3.000000,0.000000,0.000000,213.000000,0.100000,372.300000,49.500000,330.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:54 BST 2021,3.000000,0.000000,0.000000,213.000000,0.100000,372.300000,49.500000,330.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:54 BST 2021,3.000000,0.000000,0.000000,213.000000,0.100000,372.300000,49.500000,331.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:54 BST 2021,4.000000,0.000000,0.000000,213.000000,0.100000,372.300000,49.500000,331.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:54 BST 2021,4.000000,0.000000,0.000000,213.000000,0.100000,372.300000,49.500000,331.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:54 BST 2021,4.000000,0.000000,0.000000,213.000000,0.100000,372.300000,49.500000,331.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:54 BST 2021,4.000000,0.000000,0.000000,213.000000,0.100000,372.300000,49.500000,331.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:54 BST 2021,4.000000,0.000000,0.000000,213.000000,0.100000,372.300000,49.500000,331.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:54 BST 2021,4.000000,0.000000,0.000000,213.000000,0.200000,372.300000,49.500000,331.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:54 BST 2021,5.000000,0.000000,0.000000,213.000000,0.100000,372.300000,49.500000,331.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:55 BST 2021,5.000000,0.000000,0.000000,213.000000,0.200000,372.300000,49.500000,331.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:55 BST 2021,5.000000,0.000000,0.000000,213.000000,0.100000,372.300000,49.500000,331.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:55 BST 2021,5.000000,0.000000,0.000000,213.000000,0.100000,372.300000,49.500000,331.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:55 BST 2021,5.000000,0.000000,0.000000,213.000000,0.100000,372.300000,49.500000,331.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:55 BST 2021,5.000000,0.000000,0.000000,213.000000,0.100000,372.300000,49.500000,331.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:55 BST 2021,5.000000,0.000000,0.000000,213.000000,0.200000,372.300000,49.500000,331.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:55 BST 2021,5.000000,0.000000,0.000000,213.000000,0.100000,372.300000,49.500000,331.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:55 BST 2021,5.000000,0.000000,0.000000,213.000000,0.100000,372.300000,49.500000,331.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:55 BST 2021,6.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,331.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:55 BST 2021,6.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,331.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:56 BST 2021,6.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,331.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:56 BST 2021,6.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,331.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:56 BST 2021,6.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,331.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:56 BST 2021,6.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,331.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:56 BST 2021,6.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,319.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:56 BST 2021,6.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,319.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:56 BST 2021,6.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,319.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:56 BST 2021,6.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,319.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:56 BST 2021,6.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,319.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:56 BST 2021,7.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,319.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:57 BST 2021,7.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,306.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:57 BST 2021,7.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,306.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:57 BST 2021,7.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,306.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:57 BST 2021,7.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,306.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:57 BST 2021,7.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,306.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:57 BST 2021,7.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,306.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:57 BST 2021,7.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,306.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:57 BST 2021,7.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,294.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:57 BST 2021,8.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,294.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:57 BST 2021,8.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,294.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:58 BST 2021,8.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,294.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:58 BST 2021,8.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,294.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:58 BST 2021,8.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,294.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:58 BST 2021,8.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,282.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:58 BST 2021,8.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,282.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:58 BST 2021,8.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,282.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:58 BST 2021,8.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,282.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:58 BST 2021,8.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,282.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:58 BST 2021,9.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,282.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:58 BST 2021,9.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,282.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:59 BST 2021,9.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,270.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:59 BST 2021,9.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,270.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:59 BST 2021,9.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,270.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:59 BST 2021,9.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,270.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:59 BST 2021,9.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,270.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:59 BST 2021,9.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,270.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:59 BST 2021,9.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,270.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:59 BST 2021,9.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,270.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:59 BST 2021,10.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,270.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:52:59 BST 2021,10.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,270.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:53:00 BST 2021,10.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,270.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:53:00 BST 2021,10.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,270.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:53:00 BST 2021,10.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,270.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:53:00 BST 2021,10.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,270.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:53:00 BST 2021,10.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,270.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:53:00 BST 2021,10.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,270.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:53:00 BST 2021,10.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,270.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:53:00 BST 2021,10.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,270.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:53:00 BST 2021,10.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,270.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:53:00 BST 2021,10.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,270.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:53:01 BST 2021,10.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,270.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:53:01 BST 2021,10.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,270.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:53:01 BST 2021,10.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,270.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:53:01 BST 2021,10.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,270.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:53:01 BST 2021,10.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,270.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:53:01 BST 2021,10.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,270.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:53:01 BST 2021,10.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,270.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Mon May 10 15:53:01 BST 2021,10.000000,0.000000,0.000000,213.000000,0.000000,372.300000,49.500000,270.900000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
