Time,CCL Reduced Due To J1772,Pack Charge Current Limit (CCL),Pack Charge Current Limit (CCL) kW,Pack Amperage (Current),Pack kW,Pack Voltage,J1772 AC Amp Limit,J1772 AC Power Limit,J1772 AC Voltage (0v = N/A)
Thu Nov 5 15:09:35 GMT 2020,0.000000,148.000000,46.300000,6.200000,-1.200000,296.600000,80.000000,18400.000000,0.000000
Thu Nov 5 15:09:35 GMT 2020,0.000000,148.000000,47.700000,6.200000,-1.200000,296.600000,80.000000,18400.000000,0.000000
Thu Nov 5 15:09:35 GMT 2020,0.000000,148.000000,47.700000,6.200000,-1.200000,296.600000,80.000000,18400.000000,0.000000
Thu Nov 5 15:09:35 GMT 2020,1.000000,56.000000,47.700000,6.200000,-1.200000,296.600000,80.000000,18400.000000,0.000000
Thu Nov 5 15:09:35 GMT 2020,1.000000,56.000000,17.100000,6.200000,-1.200000,296.600000,80.000000,18400.000000,0.000000
Thu Nov 5 15:09:35 GMT 2020,1.000000,56.000000,17.100000,6.200000,-1.200000,296.600000,80.000000,18400.000000,0.000000
Thu Nov 5 15:09:36 GMT 2020,1.000000,56.000000,17.100000,6.200000,-1.200000,296.600000,80.000000,18400.000000,0.000000
Thu Nov 5 15:09:36 GMT 2020,1.000000,56.000000,17.100000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:36 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:36 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:36 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:36 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:36 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:36 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:36 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:36 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:37 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:37 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:37 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:37 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:37 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:37 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:37 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:37 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:37 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:37 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:38 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:38 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:38 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:38 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:38 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:38 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:38 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:38 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:38 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:38 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:39 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:39 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:39 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:39 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:39 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:39 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:39 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:39 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:39 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:39 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:40 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:40 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:40 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:40 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:40 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:40 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:40 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:40 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:40 GMT 2020,1.000000,10.000000,2.900000,6.200000,-1.200000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:40 GMT 2020,1.000000,10.000000,2.900000,5.200000,2.000000,296.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:41 GMT 2020,1.000000,10.000000,2.900000,5.200000,2.000000,296.700000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:41 GMT 2020,1.000000,10.000000,2.900000,4.700000,0.200000,296.700000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:41 GMT 2020,1.000000,10.000000,2.900000,4.700000,0.200000,296.800000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:41 GMT 2020,1.000000,10.000000,2.900000,4.700000,0.200000,296.800000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:41 GMT 2020,1.000000,10.000000,2.900000,4.000000,-1.500000,296.900000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:41 GMT 2020,1.000000,10.000000,2.900000,4.000000,-1.500000,296.900000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:41 GMT 2020,1.000000,10.000000,2.900000,3.500000,-1.500000,296.900000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:41 GMT 2020,1.000000,10.000000,2.900000,3.500000,2.900000,297.000000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:41 GMT 2020,1.000000,10.000000,2.900000,3.500000,2.900000,297.000000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:41 GMT 2020,1.000000,10.000000,2.900000,2.700000,1.700000,297.100000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:42 GMT 2020,1.000000,10.000000,2.900000,2.700000,1.700000,297.100000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:42 GMT 2020,1.000000,10.000000,2.900000,2.200000,0.200000,297.200000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:42 GMT 2020,1.000000,10.000000,2.900000,2.200000,0.200000,297.200000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:42 GMT 2020,1.000000,10.000000,2.900000,1.600000,-2.000000,297.300000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:42 GMT 2020,1.000000,10.000000,2.900000,1.600000,-2.000000,297.300000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:42 GMT 2020,1.000000,10.000000,2.900000,1.300000,-2.000000,297.300000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:42 GMT 2020,1.000000,10.000000,2.900000,1.300000,2.900000,297.400000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:42 GMT 2020,1.000000,10.000000,2.900000,1.300000,2.900000,297.400000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:42 GMT 2020,1.000000,10.000000,2.900000,0.400000,1.700000,297.500000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:42 GMT 2020,1.000000,10.000000,2.900000,0.400000,1.700000,297.500000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:43 GMT 2020,1.000000,10.000000,2.900000,0.000000,1.700000,297.500000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:43 GMT 2020,1.000000,10.000000,2.900000,0.000000,-0.800000,297.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:43 GMT 2020,1.000000,10.000000,2.900000,0.000000,-0.800000,297.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:43 GMT 2020,1.000000,10.000000,2.900000,-0.800000,-2.000000,297.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:43 GMT 2020,1.000000,10.000000,2.900000,-0.800000,-2.000000,297.600000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:43 GMT 2020,1.000000,10.000000,2.900000,-1.200000,2.300000,297.800000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:43 GMT 2020,1.000000,10.000000,2.900000,-1.200000,2.300000,297.800000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:43 GMT 2020,1.000000,10.000000,2.900000,-2.000000,2.300000,297.800000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:43 GMT 2020,1.000000,10.000000,2.900000,-2.000000,1.100000,297.900000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:43 GMT 2020,1.000000,10.000000,2.900000,-2.000000,1.100000,297.900000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:44 GMT 2020,1.000000,10.000000,2.900000,-2.800000,-1.100000,297.900000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:44 GMT 2020,1.000000,10.000000,2.900000,-2.800000,-1.100000,298.000000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:44 GMT 2020,1.000000,10.000000,2.900000,-3.100000,-2.000000,298.000000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:44 GMT 2020,1.000000,10.000000,2.900000,-3.100000,-2.000000,298.000000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:44 GMT 2020,1.000000,10.000000,2.900000,-3.400000,-2.000000,298.000000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:44 GMT 2020,1.000000,10.000000,2.900000,-3.400000,2.300000,298.100000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:44 GMT 2020,1.000000,10.000000,2.900000,-3.400000,2.300000,298.100000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:44 GMT 2020,1.000000,10.000000,2.900000,-3.400000,2.300000,298.100000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:44 GMT 2020,1.000000,10.000000,2.900000,-3.400000,2.300000,298.100000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:44 GMT 2020,1.000000,10.000000,2.900000,-3.400000,2.300000,298.100000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:45 GMT 2020,1.000000,10.000000,2.900000,-3.400000,2.300000,298.100000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:45 GMT 2020,1.000000,10.000000,2.900000,-3.400000,2.300000,298.100000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:45 GMT 2020,1.000000,10.000000,2.900000,-3.400000,2.300000,298.100000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:45 GMT 2020,1.000000,10.000000,2.900000,-3.400000,2.300000,298.100000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:45 GMT 2020,1.000000,10.000000,2.900000,-3.400000,2.300000,298.100000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:45 GMT 2020,1.000000,10.000000,2.900000,-3.400000,2.300000,298.100000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:45 GMT 2020,1.000000,10.000000,2.900000,-3.400000,2.300000,298.100000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:45 GMT 2020,1.000000,10.000000,2.900000,-3.400000,2.300000,298.100000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:45 GMT 2020,1.000000,10.000000,2.900000,-3.400000,2.300000,298.100000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:46 GMT 2020,1.000000,10.000000,2.900000,-3.400000,2.300000,298.100000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:46 GMT 2020,1.000000,10.000000,2.900000,-3.400000,2.300000,298.100000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:46 GMT 2020,1.000000,10.000000,2.900000,-3.400000,2.300000,298.100000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:46 GMT 2020,1.000000,10.000000,2.900000,-3.400000,2.300000,298.100000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:46 GMT 2020,1.000000,10.000000,2.900000,-3.400000,2.300000,298.100000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:46 GMT 2020,1.000000,10.000000,2.900000,-3.400000,2.300000,298.100000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:46 GMT 2020,1.000000,10.000000,2.900000,-3.400000,2.300000,298.100000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:46 GMT 2020,1.000000,10.000000,2.900000,-3.400000,2.300000,298.100000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:46 GMT 2020,1.000000,10.000000,2.900000,-3.400000,2.300000,298.100000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:46 GMT 2020,1.000000,10.000000,2.900000,-3.400000,2.300000,298.100000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:47 GMT 2020,1.000000,10.000000,2.900000,-3.400000,2.300000,298.100000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:47 GMT 2020,1.000000,10.000000,2.900000,-3.400000,2.300000,298.100000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:47 GMT 2020,1.000000,10.000000,2.900000,-3.400000,2.300000,298.100000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:47 GMT 2020,1.000000,10.000000,2.900000,-3.400000,2.300000,298.100000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:47 GMT 2020,1.000000,10.000000,2.900000,-3.400000,2.300000,298.100000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:47 GMT 2020,1.000000,10.000000,2.900000,-3.400000,2.300000,298.100000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:47 GMT 2020,1.000000,10.000000,2.900000,-3.400000,2.300000,298.100000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:47 GMT 2020,1.000000,10.000000,2.900000,-3.400000,2.300000,298.100000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:47 GMT 2020,1.000000,10.000000,2.900000,-3.400000,2.300000,298.100000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:47 GMT 2020,1.000000,10.000000,2.900000,-2.800000,-1.100000,298.100000,15.000000,3450.000000,0.000000
Thu Nov 5 15:09:48 GMT 2020,1.000000,10.000000,2.900000,-2.800000,-1.100000,298.100000,13.000000,2990.000000,0.000000
Thu Nov 5 15:09:48 GMT 2020,1.000000,9.000000,2.600000,-2.600000,-1.100000,298.100000,13.000000,2990.000000,0.000000
Thu Nov 5 15:09:48 GMT 2020,1.000000,9.000000,2.600000,-2.600000,-0.800000,298.100000,13.000000,2990.000000,0.000000
Thu Nov 5 15:09:48 GMT 2020,1.000000,9.000000,2.600000,-2.600000,-0.800000,298.100000,13.000000,2990.000000,0.000000
Thu Nov 5 15:09:48 GMT 2020,1.000000,9.000000,2.600000,-2.800000,-0.800000,298.100000,13.000000,2990.000000,0.000000
Thu Nov 5 15:09:48 GMT 2020,1.000000,9.000000,2.600000,-2.800000,-0.800000,298.100000,13.000000,2990.000000,0.000000
Thu Nov 5 15:09:48 GMT 2020,1.000000,9.000000,2.600000,-2.800000,-1.400000,298.100000,13.000000,2990.000000,0.000000
Thu Nov 5 15:09:48 GMT 2020,1.000000,9.000000,2.600000,-2.800000,-1.400000,298.100000,13.000000,2990.000000,0.000000
Thu Nov 5 15:09:48 GMT 2020,1.000000,9.000000,2.600000,-2.700000,-1.100000,298.100000,13.000000,2990.000000,0.000000
Thu Nov 5 15:09:48 GMT 2020,1.000000,9.000000,2.600000,-2.700000,-1.100000,298.100000,13.000000,2990.000000,0.000000
Thu Nov 5 15:09:49 GMT 2020,1.000000,9.000000,2.600000,-2.700000,-1.100000,298.100000,13.000000,2990.000000,0.000000
Thu Nov 5 15:09:49 GMT 2020,1.000000,9.000000,2.600000,-2.700000,-1.100000,298.100000,13.000000,2990.000000,0.000000
Thu Nov 5 15:09:49 GMT 2020,1.000000,9.000000,2.600000,-2.700000,-1.100000,298.100000,13.000000,2990.000000,0.000000
Thu Nov 5 15:09:49 GMT 2020,1.000000,9.000000,2.600000,-2.700000,-1.100000,298.100000,13.000000,2990.000000,0.000000
Thu Nov 5 15:09:49 GMT 2020,1.000000,9.000000,2.600000,-2.700000,-1.100000,298.100000,13.000000,2990.000000,0.000000
Thu Nov 5 15:09:49 GMT 2020,1.000000,9.000000,2.600000,-2.700000,-1.100000,298.100000,13.000000,2990.000000,0.000000
Thu Nov 5 15:09:49 GMT 2020,1.000000,9.000000,2.600000,-2.700000,-1.100000,298.100000,13.000000,2990.000000,0.000000
Thu Nov 5 15:09:49 GMT 2020,1.000000,9.000000,2.600000,-2.700000,-1.100000,298.100000,13.000000,2990.000000,0.000000
Thu Nov 5 15:09:49 GMT 2020,1.000000,9.000000,2.600000,-2.800000,-1.400000,298.100000,13.000000,2990.000000,0.000000
Thu Nov 5 15:09:49 GMT 2020,1.000000,9.000000,2.600000,-2.800000,-1.400000,298.100000,13.000000,2990.000000,0.000000
Thu Nov 5 15:09:50 GMT 2020,1.000000,9.000000,2.600000,-2.800000,-1.400000,298.100000,13.000000,2990.000000,0.000000
Thu Nov 5 15:09:50 GMT 2020,1.000000,9.000000,2.600000,-2.800000,-1.400000,298.100000,13.000000,2990.000000,0.000000
Thu Nov 5 15:09:50 GMT 2020,1.000000,9.000000,2.600000,-2.800000,-1.400000,298.100000,13.000000,2990.000000,0.000000
Thu Nov 5 15:09:50 GMT 2020,1.000000,9.000000,2.600000,-2.800000,-1.400000,298.100000,13.000000,2990.000000,0.000000
Thu Nov 5 15:09:50 GMT 2020,1.000000,9.000000,2.600000,-2.800000,-1.400000,298.100000,13.000000,2990.000000,0.000000
Thu Nov 5 15:09:50 GMT 2020,1.000000,9.000000,2.600000,-2.800000,-1.400000,298.100000,13.000000,2990.000000,0.000000
Thu Nov 5 15:09:50 GMT 2020,1.000000,9.000000,2.600000,-2.800000,-1.400000,298.100000,13.000000,2990.000000,0.000000
Thu Nov 5 15:09:50 GMT 2020,1.000000,9.000000,2.600000,-2.800000,-1.400000,298.100000,13.000000,2990.000000,0.000000
Thu Nov 5 15:09:50 GMT 2020,1.000000,9.000000,2.600000,-2.800000,-1.400000,298.100000,13.000000,2990.000000,0.000000
Thu Nov 5 15:09:50 GMT 2020,1.000000,9.000000,2.600000,-2.800000,-1.400000,298.100000,13.000000,2990.000000,0.000000
Thu Nov 5 15:09:51 GMT 2020,1.000000,9.000000,2.600000,-2.800000,-1.400000,298.100000,13.000000,2990.000000,0.000000
